id	SRA_id	SRABioProjectAccession	SRABioSampleAccession	SRAExperimentAccession	SRARunAccession	SRASampleAccession	SRAExperimentName	SRAExperimentStatus	SRAExperimentVersion	SRAIsPublic	SRASampleName	SRAStaticDataAvailable	SRAStudyAcc	SRAStudName	SRATitle	SRAOrganismName	SRAOrganismTaxID	SRAClusterName	SRAInstrumentModel	SRALibraryName	SRALibraryLayout	SRALibrarySelection	SRALibrarySource	SRALibraryStrategy	SRAPlatform	SRATotalBases	SRATotalSize	SRATotalSpots	SRATotalRuns	SRACreateDate	SRAUpdateDate	SRACenterName	SRAContactName	SRALabName	SRASubmitterAccession	SRAComment
952	1950417	PRJEB10885	SAMEA3541822	ERX1097834	ERR1018896	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1985073134	1178778756	43406653	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
953	1950416	PRJEB10885	SAMEA3541822	ERX1097833	ERR1018895	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	1839859809	1076224192	40294635	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
954	1950415	PRJEB10885	SAMEA3541822	ERX1097832	ERR1018894	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	667368354	352858618	14686978	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
955	1950414	PRJEB10885	SAMEA3541822	ERX1097831	ERR1018893	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	688347030	371518427	15118006	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
956	1950413	PRJEB10885	SAMEA3541822	ERX1097830	ERR1018892	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	390501570	229645591	8534732	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
957	1950412	PRJEB10885	SAMEA3541822	ERX1097829	ERR1018891	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	3600885192	1993826270	78959767	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
958	1950411	PRJEB10885	SAMEA3541822	ERX1097828	ERR1018890	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	4305628094	2405752215	94445900	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
959	1950410	PRJEB10885	SAMEA3541822	ERX1097827	ERR1018889	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	4959121016	2740069237	108489276	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
960	1950409	PRJEB10885	SAMEA3541822	ERX1097826	ERR1018888	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	791971700	421120620	17342938	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
961	1950408	PRJEB10885	SAMEA3541822	ERX1097825	ERR1018887	ERS848971	Illumina HiSeq 2500 sequencing	public	1	true		true	ERP012184	Early Divergent strains of Yersinia pestis in Eurasia five thousands years ago	Illumina HiSeq 2500 sequencing	None	646099	public	Illumina HiSeq 2500	MA826_L1	SINGLE	RANDOM	GENOMIC	WGS	ILLUMINA	868586923	638935748	19046681	1	2015/10/28	2015/10/23	Technical University of Denmark	European Nucleotide Archive	European Nucleotide Archive	ERA485956	None
962	1838355	PRJNA269675	SAMN03861510	SRX1284335	SRR2511857	SRS1087697	Shotgun RSCF 2015 Sample 25	public	1	true		true	SRP051099	Pathogenic microorganism Genome sequencing	Shotgun RSCF 2015 Sample 25	None	385969	public	Ion Torrent PGM	RSCF 2015 Sample 25 Library 01	SINGLE	unspecified	GENOMIC	WGS	ION_TORRENT	273880934	222002980	1059420	1	2015/09/25	2015/09/24	SRCAMB	Alexander Bogun	Collection department	SRA300902	None
963	1759932	PRJNA294782	SAMN04032844	SRX1220477	SRR2341560	SRS1063801	Intracellular invading THP-1 cells rep3	public	1	true		true	SRP063571	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Intracellular invading THP-1 cells rep3	None	214092	public	Illumina HiSeq 2000	EHC_22	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	21646693700	15666356259	107161850	1	2016/04/08	2015/09/10	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA297186	None
964	1759931	PRJNA294782	SAMN04032844	SRX1220476	SRR2341559	SRS1063801	Intracellular invading THP-1 cells rep2	public	1	true		true	SRP063571	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Intracellular invading THP-1 cells rep2	None	214092	public	Illumina HiSeq 2000	EHC_14	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	23811735154	17096945073	117879877	1	2016/04/08	2015/09/10	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA297186	None
965	1759930	PRJNA294782	SAMN04032844	SRX1220475	SRR2341558	SRS1063801	Intracellular invading THP-1 cells rep1	public	1	true		true	SRP063571	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Intracellular invading THP-1 cells rep1	None	214092	public	Illumina HiSeq 2000	EHC_11	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	19811907702	14241869643	98078751	1	2016/04/08	2015/09/10	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA297186	None
966	1759929	PRJNA294782	SAMN04032844	SRX1220474	SRR2341557	SRS1063801	Extracellular in THP-1 culture media rep3	public	1	true		true	SRP063571	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Extracellular in THP-1 culture media rep3	None	214092	public	Illumina HiSeq 2000	EHC_21	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	25891321518	18664109983	128174859	1	2016/04/08	2015/09/10	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA297186	None
967	1759928	PRJNA294782	SAMN04032844	SRX1220473	SRR2341556	SRS1063801	Extracellular in THP-1 culture media rep1	public	1	true		true	SRP063571	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Extracellular in THP-1 culture media rep1	None	214092	public	Illumina HiSeq 2000	EHC_13	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	26003924398	18659121613	128732299	1	2016/04/08	2015/09/10	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA297186	None
968	1759927	PRJNA294782	SAMN04032844	SRX1220472	SRR2341533	SRS1063801	Extracellular in THP-1 culture media rep1	public	1	true		true	SRP063571	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Extracellular in THP-1 culture media rep1	None	214092	public	Illumina HiSeq 2000	EHC_10	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	16616941574	11997885808	82262087	1	2016/04/08	2015/09/10	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA297186	None
969	1759926	PRJNA294782	SAMN04032844	SRX1220471	SRR2341532	SRS1063801	Control BHI at 37C rep3	public	1	true		true	SRP063571	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Control BHI at 37C rep3	None	214092	public	Illumina HiSeq 2000	EHC_20	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	26816533836	19297699523	132755118	1	2016/04/08	2015/09/10	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA297186	None
970	1759925	PRJNA294782	SAMN04032844	SRX1220470	SRR2341531	SRS1063801	Control BHI at 37C rep1	public	1	true		true	SRP063571	Functional and structural analysis of a highly-expressed Yersinia pestis small RNA upon host cell infection	Control BHI at 37C rep1	None	214092	public	Illumina HiSeq 2000	EHC_9	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	21062771492	15354126783	104271146	1	2016/04/08	2015/09/10	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA297186	None
971	1694566	PRJNA293891	SAMN04011809	SRX1164468	SRR2183308	SRS1045240	Yp1945_P60L01	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L01	None	632	public	Illumina MiSeq	Yp1945_P60L01	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	509872866	318182492	1015683	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
972	1694542	PRJNA293891	SAMN04011818	SRX1164444	SRR2183258	SRS1045221	Yp1945_P60L10	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L10	None	632	public	Illumina MiSeq	Yp1945_P60L10	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	841141662	487326541	1675581	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
973	1694541	PRJNA293891	SAMN04011817	SRX1164443	SRR2183257	SRS1045222	Yp1945_P60L09	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L09	None	632	public	Illumina MiSeq	Yp1945_P60L09	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1040572206	604258614	2072853	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
974	1694540	PRJNA293891	SAMN04011816	SRX1164442	SRR2183256	SRS1045218	Yp1945_P60L08	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L08	None	632	public	Illumina MiSeq	Yp1945_P60L08	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	893644336	530685042	1780168	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
975	1694539	PRJNA293891	SAMN04011815	SRX1164441	SRR2183255	SRS1045219	Yp1945_P60L07	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L07	None	632	public	Illumina MiSeq	Yp1945_P60L07	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	905071362	536116759	1802931	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
976	1694538	PRJNA293891	SAMN04011814	SRX1164440	SRR2183254	SRS1045220	Yp1945_P60L06	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L06	None	632	public	Illumina MiSeq	Yp1945_P60L06	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	2195288670	1313633955	4373085	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
977	1694537	PRJNA293891	SAMN04011813	SRX1164439	SRR2183253	SRS1045215	Yp1945_P60L05	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L05	None	632	public	Illumina MiSeq	Yp1945_P60L05	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	878824794	512495172	1750647	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
978	1694536	PRJNA293891	SAMN04011812	SRX1164438	SRR2183252	SRS1045216	Yp1945_P60L04	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L04	None	632	public	Illumina MiSeq	Yp1945_P60L04	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1280391662	756272421	2550581	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
979	1694535	PRJNA293891	SAMN04011831	SRX1164437	SRR2183251	SRS1045217	Yp2126_P60L12	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L12	None	632	public	Illumina MiSeq	Yp2126_P60L12	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1640100840	1042465564	2724420	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
980	1694534	PRJNA293891	SAMN04011830	SRX1164436	SRR2183250	SRS1045211	Yp2126_P60L11	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L11	None	632	public	Illumina MiSeq	Yp2126_P60L11	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1469342938	860211926	2440769	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
981	1694533	PRJNA293891	SAMN04011829	SRX1164435	SRR2183249	SRS1045212	Yp2126_P60L10	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L10	None	632	public	Illumina MiSeq	Yp2126_P60L10	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1347341016	762294879	2238108	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
982	1694532	PRJNA293891	SAMN04011811	SRX1164434	SRR2183248	SRS1045213	Yp1945_P60L03	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L03	None	632	public	Illumina MiSeq	Yp1945_P60L03	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1045106772	640245955	2081886	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
983	1694531	PRJNA293891	SAMN04011828	SRX1164433	SRR2183247	SRS1045214	Yp2126_P60L09	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L09	None	632	public	Illumina MiSeq	Yp2126_P60L09	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1087196950	628121370	1805975	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
984	1694530	PRJNA293891	SAMN04011827	SRX1164432	SRR2183246	SRS1045208	Yp2126_P60L08	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L08	None	632	public	Illumina MiSeq	Yp2126_P60L08	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1093360518	641720053	2178009	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
985	1694529	PRJNA293891	SAMN04011826	SRX1164431	SRR2183245	SRS1045209	Yp2126_P60L07	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L07	None	632	public	Illumina MiSeq	Yp2126_P60L07	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1539473862	929796221	3066681	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
986	1694528	PRJNA293891	SAMN04011825	SRX1164430	SRR2183244	SRS1045210	Yp2126_P60L06	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L06	None	632	public	Illumina MiSeq	Yp2126_P60L06	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	751765582	443503746	1497541	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
987	1694527	PRJNA293891	SAMN04011824	SRX1164429	SRR2183243	SRS1045203	Yp2126_P60L05	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L05	None	632	public	Illumina MiSeq	Yp2126_P60L05	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	912192752	561866581	1641626	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
988	1694525	PRJNA293891	SAMN04011823	SRX1164427	SRR2183242	SRS1045205	Yp2126_P60L04	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L04	None	632	public	Illumina MiSeq	Yp2126_P60L04	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	649003672	375865744	1292836	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
989	1694524	PRJNA293891	SAMN04011822	SRX1164426	SRR2183241	SRS1045206	Yp2126_P60L03	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L03	None	632	public	Illumina MiSeq	Yp2126_P60L03	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	661544134	407270183	1317817	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
990	1694523	PRJNA293891	SAMN04011821	SRX1164425	SRR2183240	SRS1045207	Yp2126_P60L02	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp2126_P60L02	None	632	public	Illumina MiSeq	Yp2126_P60L02	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1024897256	640969313	2041628	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
991	1694522	PRJNA293891	SAMN04011820	SRX1164424	SRR2183239	SRS1045200	Yp1945_P60L12	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L12	None	632	public	Illumina MiSeq	Yp1945_P60L12	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1471856470	852309561	2931985	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
992	1694521	PRJNA293891	SAMN04011819	SRX1164423	SRR2183238	SRS1045201	Yp1945_P60L11	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L11	None	632	public	Illumina MiSeq	Yp1945_P60L11	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	3345709018	1958753574	6664759	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
993	1694520	PRJNA293891	SAMN04011810	SRX1164422	SRR2183237	SRS1045202	Yp1945_P60L02	public	1	true		true	SRP062847	Yersinia pestis Raw sequence reads	Yp1945_P60L02	None	632	public	Illumina MiSeq	Yp1945_P60L02	PAIRED	size fractionation	GENOMIC	WGS	ILLUMINA	1033622016	646961397	2059008	1	2016/01/08	2015/08/25	Pacific Northwest National Laboratory			SRA291481	None
994	1691699	PRJNA243531	SAMN02923783	SRX1162926	SRR2180228	SRS1044128	YAU_454_PE	public	1	true		true	SRP062776	Yersinia pestis strain:Colorado 92 Genome sequencing and assembly	YAU_454_PE	None	632	public	454 GS FLX Titanium	YAU_PE	PAIRED	RANDOM	GENOMIC	WGS	LS454	198332135	527660722	541898	1	2015/08/30	2015/08/24	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA291036	None
995	1691698	PRJNA243531	SAMN02923783	SRX1162925	SRR2180227	SRS1044128	YAU_Illumina_Std	public	1	true		true	SRP062776	Yersinia pestis strain:Colorado 92 Genome sequencing and assembly	YAU_Illumina_Std	None	632	public	Illumina HiSeq 2000	YAU_STD	PAIRED	RANDOM	GENOMIC	WGS	ILLUMINA	596638350	435090900	2968350	1	2015/08/30	2015/08/24	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA291036	None
996	1657541	PRJNA240085	SAMN03145064	SRX1136404	SRR2148848	SRS1025033	YAT_PacBio	public	2	true		true	SRP062156	Yersinia pestis strain:El Dorado Genome sequencing	YAT_PacBio	None	632	public	PacBio RS II	019268	SINGLE	RANDOM	GENOMIC	WGS	PACBIO_SMRT	1619369882	1152624121	667843	1	2015/08/12	2015/08/24	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA282509	None
997	1657540	PRJNA240085	SAMN03145064	SRX1136403	SRR2148847	SRS1025033	YAT_454_PE	public	2	true		true	SRP062156	Yersinia pestis strain:El Dorado Genome sequencing	YAT_454_PE	None	632	public	454 GS FLX Titanium	HUUMR7U02	PAIRED	RANDOM	GENOMIC	WGS	LS454	154990234	445148765	456714	1	2015/08/12	2015/08/24	Los Alamos National Laboratory	Genome Science Group B6	Genome Science Group B6	SRA282509	None
